"","Cow","TRT","hour","sday","MotionIndex","Steps","LyingTime","LyingBouts","StandingTime"
"1222",27,"LIDO",20,1,42,2,59.1333333333333,3,0.866666666666667
"1223",27,"LIDO",21,1,18,0,60,0,0
"1224",27,"LIDO",22,1,1,0,60,0,0
"1225",27,"LIDO",23,1,12,2,59.8166666666667,1,0.183333333333333
"1226",27,"LIDO",24,1,16,1,59.85,1,0.15
"1227",27,"LIDO",25,1,1,0,60,0,0
"1228",27,"LIDO",26,1,0,0,60,0,0
"1229",27,"LIDO",27,1,2,0,60,0,0
"1230",27,"LIDO",28,1,10,0,59.8833333333333,1,0.116666666666667
"1231",27,"LIDO",29,1,16,5,59.35,2,0.65
"1232",27,"LIDO",30,1,5,0,60,0,0
"1233",27,"LIDO",31,1,10,1,59.2333333333333,1,0.766666666666667
"1234",27,"LIDO",32,1,5,0,59.1666666666667,1,0.833333333333333
"1235",27,"LIDO",33,1,17,4,55.9666666666667,1,4.03333333333333
"1236",27,"LIDO",34,1,44,10,48.9833333333333,0,11.0166666666667
"1237",27,"LIDO",35,1,1,0,60,0,0
"1238",27,"LIDO",36,1,0,0,60,0,0
"1239",27,"LIDO",37,1,10,0,59.7833333333333,1,0.216666666666667
"1240",27,"LIDO",38,1,26,2,59.8666666666667,1,0.133333333333333
"1241",27,"LIDO",39,1,89,11,29.85,3,30.15
"1242",27,"LIDO",40,1,362,74,30.3,0,29.7
"1243",27,"LIDO",41,1,42,5,51.1333333333333,1,8.86666666666667
"1244",27,"LIDO",42,1,21,0,52.65,1,7.35
"1245",27,"LIDO",43,1,0,0,60,0,0
"1246",27,"LIDO",44,1,65,6,45.2333333333333,1,14.7666666666667
"1247",27,"LIDO",45,1,13,2,58.2666666666667,0,1.73333333333333
"1248",27,"LIDO",46,1,58,13,47.15,1,12.85
"1249",27,"LIDO",47,1,24,2,55.6666666666667,1,4.33333333333333
"1250",27,"LIDO",48,1,14,2,54.8833333333333,1,5.11666666666667
"1251",27,"LIDO",49,1,25,1,55.3166666666667,1,4.68333333333333
"1252",27,"LIDO",50,1,36,7,56.0166666666667,1,3.98333333333333
"1253",27,"LIDO",51,1,19,2,52.0666666666667,1,7.93333333333333
"1254",27,"LIDO",52,1,2,0,60,0,0
"1255",27,"LIDO",53,1,0,0,60,0,0
"1256",27,"LIDO",54,1,2,0,60,0,0
"1257",27,"LIDO",55,1,16,0,48.7666666666667,1,11.2333333333333
"1258",27,"LIDO",56,1,2,0,60,0,0
"1259",27,"LIDO",57,1,8,0,60,0,0
"1260",27,"LIDO",58,1,44,9,47.55,1,12.45
"1261",27,"LIDO",59,1,9,1,60,0,0
"1262",27,"LIDO",60,1,31,0,60,0,0
"1263",27,"LIDO",61,1,90,18,38.1166666666667,1,21.8833333333333
"1264",27,"LIDO",62,1,36,2,27.0333333333333,2,2.96666666666667
"1265",28,"BO",1,1,1080,153,27.5333333333333,7,32.4666666666667
"1266",28,"BO",2,1,135,0,60,0,0
"1267",28,"BO",3,1,0,0,60,0,0
"1268",28,"BO",4,1,0,0,60,0,0
"1269",28,"BO",5,1,0,0,60,0,0
"1270",28,"BO",6,1,1,0,60,0,0
"1271",28,"BO",7,1,4,0,60,0,0
"1272",28,"BO",8,1,6,0,60,0,0
"1273",28,"BO",9,1,97,16,47.15,1,12.85
"1274",28,"BO",10,1,0,0,60,0,0
"1275",28,"BO",11,1,70,11,53.65,1,6.35
"1276",28,"BO",12,1,13,1,53.6333333333333,1,6.36666666666667
"1277",28,"BO",13,1,1,0,60,0,0
"1278",28,"BO",14,1,353,71,23.8666666666667,2,36.1333333333333
"1279",28,"BO",15,1,176,35,34.65,1,25.35
"1280",28,"BO",16,1,493,104,32.3833333333333,1,27.6166666666667
"1281",28,"BO",17,1,46,5,53.6,2,6.4
"1282",28,"BO",18,1,31,2,56.2666666666667,1,3.73333333333333
"1283",28,"BO",19,1,286,35,42.3,5,17.7
"1284",28,"BO",20,1,67,8,53.25,1,6.75
"1285",28,"BO",21,1,28,3,57.2166666666667,1,2.78333333333333
"1286",28,"BO",22,1,138,27,40.0166666666667,3,19.9833333333333
"1287",28,"BO",23,1,18,2,56.1166666666667,1,3.88333333333333
"1288",28,"BO",24,1,0,0,60,0,0
"1289",28,"BO",25,1,45,6,54.7,1,5.3
"1290",28,"BO",26,1,46,6,51.0333333333333,1,8.96666666666667
"1291",28,"BO",27,1,30,4,55.6833333333333,1,4.31666666666667
"1292",28,"BO",28,1,306,47,48.9833333333333,1,11.0166666666667
"1293",28,"BO",29,1,44,7,54.0833333333333,2,5.91666666666667
"1294",28,"BO",30,1,1,0,60,0,0
"1295",28,"BO",31,1,34,4,48.2,2,11.8
"1296",28,"BO",32,1,46,6,49.3166666666667,2,10.6833333333333
"1297",28,"BO",33,1,42,8,54.5333333333333,0,5.46666666666667
"1298",28,"BO",34,1,16,2,57.0833333333333,1,2.91666666666667
"1299",28,"BO",35,1,14,2,56.2833333333333,1,3.71666666666667
"1300",28,"BO",36,1,45,8,52.8666666666667,1,7.13333333333333
"1301",28,"BO",37,1,24,1,55.8666666666667,1,4.13333333333333
"1302",28,"BO",38,1,53,6,49.5166666666667,1,10.4833333333333
"1303",28,"BO",39,1,22,1,56.4666666666667,1,3.53333333333333
"1304",28,"BO",40,1,390,72,12.6,2,47.4
"1305",28,"BO",41,1,21,4,55.8166666666667,0,4.18333333333333
"1306",28,"BO",42,1,0,0,60,0,0
"1307",28,"BO",43,1,3,0,60,0,0
"1308",28,"BO",44,1,27,3,53.0166666666667,2,6.98333333333333
"1309",28,"BO",45,1,49,7,47,1,13
"1310",28,"BO",46,1,326,66,21.2333333333333,2,38.7666666666667
"1311",28,"BO",47,1,66,14,51.45,0,8.55
"1312",28,"BO",48,1,146,23,50.9666666666667,1,9.03333333333333
"1313",28,"BO",49,1,0,0,60,0,0
"1314",28,"BO",50,1,243,48,44.7333333333333,1,15.2666666666667
"1315",28,"BO",51,1,108,17,50,1,10
"1316",28,"BO",52,1,0,0,60,0,0
"1317",28,"BO",53,1,39,3,55.4,1,4.6
"1318",28,"BO",54,1,34,3,53.5166666666667,1,6.48333333333333
"1319",28,"BO",55,1,28,2,53.8166666666667,1,6.18333333333333
"1320",28,"BO",56,1,14,2,58.1666666666667,0,1.83333333333333
"1321",28,"BO",57,1,72,7,53,2,7
"1322",28,"BO",58,1,30,8,57.6333333333333,0,2.36666666666667
"1323",28,"BO",59,1,39,5,57.8333333333333,1,2.16666666666667
"1324",28,"BO",60,1,100,18,51.45,1,8.55
"1325",28,"BO",61,1,130,27,49.8833333333333,1,10.1166666666667
"1326",28,"BO",62,1,104,20,43.6166666666667,2,16.3833333333333
"1327",28,"BO",63,1,79,16,13.1666666666667,0,1.83333333333333
"1328",29,"B+N",1,1,386,52,42.5333333333333,9,17.4666666666667
"1329",29,"B+N",2,1,0,0,60,0,0
"1330",29,"B+N",3,1,1,0,60,0,0
"1331",29,"B+N",4,1,0,0,60,0,0
"1332",29,"B+N",5,1,55,6,52.55,2,7.45
"1333",29,"B+N",6,1,23,4,56.8833333333333,0,3.11666666666667
"1334",29,"B+N",7,1,2,0,60,0,0
"1335",29,"B+N",8,1,51,5,52.5666666666667,2,7.43333333333333
"1336",29,"B+N",9,1,44,7,50.6166666666667,2,9.38333333333333
"1337",29,"B+N",10,1,24,1,58.55,1,1.45
"1338",29,"B+N",11,1,30,4,57.4833333333333,1,2.51666666666667
"1339",29,"B+N",12,1,16,1,57.4333333333333,1,2.56666666666667
"1340",29,"B+N",13,1,24,2,58.7,1,1.3
"1341",29,"B+N",14,1,37,2,56.8333333333333,1,3.16666666666667
"1342",29,"B+N",15,1,344,55,42.1166666666667,2,17.8833333333333
"1343",29,"B+N",16,1,75,12,47.7,2,12.3
"1344",29,"B+N",17,1,28,2,54.4166666666667,1,5.58333333333333
"1345",29,"B+N",18,1,21,2,60,0,0
"1346",29,"B+N",19,1,90,15,59.7833333333333,1,0.216666666666667
"1347",29,"B+N",20,1,13,3,59.7833333333333,0,0.216666666666667
"1348",29,"B+N",21,1,26,4,54.1833333333333,1,5.81666666666667
"1349",29,"B+N",22,1,184,31,24.05,3,35.95
"1350",29,"B+N",23,1,27,3,51.1333333333333,1,8.86666666666667
"1351",29,"B+N",24,1,42,5,51.6666666666667,1,8.33333333333333
"1352",29,"B+N",25,1,21,3,55.7833333333333,1,4.21666666666667
"1353",29,"B+N",26,1,27,3,54.3833333333333,1,5.61666666666667
"1354",29,"B+N",27,1,16,4,52.8833333333333,1,7.11666666666667
"1355",29,"B+N",28,1,11,1,53.5833333333333,1,6.41666666666667
"1356",29,"B+N",29,1,11,0,60,0,0
"1357",29,"B+N",30,1,16,0,54.0666666666667,1,5.93333333333333
"1358",29,"B+N",31,1,25,3,52.05,1,7.95
"1359",29,"B+N",32,1,4,0,60,0,0
"1360",29,"B+N",33,1,20,2,55.0666666666667,1,4.93333333333333
"1361",29,"B+N",34,1,14,2,54.1333333333333,1,5.86666666666667
"1362",29,"B+N",35,1,39,5,52.5166666666667,1,7.48333333333333
"1363",29,"B+N",36,1,2,0,60,0,0
"1364",29,"B+N",37,1,26,4,51.5166666666667,1,8.48333333333333
"1365",29,"B+N",38,1,26,1,55,1,5
"1366",29,"B+N",39,1,87,13,39.4333333333333,3,20.5666666666667
"1367",29,"B+N",40,1,317,57,29.5666666666667,2,30.4333333333333
"1368",29,"B+N",41,1,21,5,55.2833333333333,1,4.71666666666667
"1369",29,"B+N",42,1,14,0,54.5666666666667,1,5.43333333333333
"1370",29,"B+N",43,1,4,0,60,0,0
"1371",29,"B+N",44,1,39,9,49.0833333333333,2,10.9166666666667
"1372",29,"B+N",45,1,114,23,38.4,2,21.6
"1373",29,"B+N",46,1,94,18,37.9,2,22.1
"1374",29,"B+N",47,1,18,1,54.9333333333333,1,5.06666666666667
"1375",29,"B+N",48,1,8,1,55.45,0,4.55
"1376",29,"B+N",49,1,32,7,52.25,1,7.75
"1377",29,"B+N",50,1,47,7,52.4833333333333,1,7.51666666666667
"1378",29,"B+N",51,1,19,4,50.7333333333333,1,9.26666666666667
"1379",29,"B+N",52,1,22,3,54.4333333333333,1,5.56666666666667
"1380",29,"B+N",53,1,31,4,48.7666666666667,2,11.2333333333333
"1381",29,"B+N",54,1,13,0,60,0,0
"1382",29,"B+N",55,1,18,1,51.4333333333333,1,8.56666666666667
"1383",29,"B+N",56,1,10,1,52.9833333333333,1,7.01666666666667
"1384",29,"B+N",57,1,14,1,53.5166666666667,1,6.48333333333333
"1385",29,"B+N",58,1,38,7,49.2666666666667,1,10.7333333333333
"1386",29,"B+N",59,1,0,0,60,0,0
"1387",29,"B+N",60,1,27,2,54.7666666666667,1,5.23333333333333
"1388",29,"B+N",61,1,50,13,37.4833333333333,2,22.5166666666667
"1389",29,"B+N",62,1,38,10,54.65,1,5.35
"1390",3,"B+N",1,1,226,5,57.5666666666667,2,2.43333333333333
"1391",3,"B+N",2,1,120,0,60,0,0
"1392",3,"B+N",3,1,1,0,60,0,0
"1393",3,"B+N",4,1,3,0,60,0,0
"1394",3,"B+N",5,1,8,0,60,0,0
"1395",3,"B+N",6,1,119,18,52.3666666666667,1,7.63333333333333
"1396",3,"B+N",7,1,0,0,60,0,0
"1397",3,"B+N",8,1,0,0,60,0,0
"1398",3,"B+N",9,1,1,0,60,0,0
"1399",3,"B+N",10,1,108,16,55.4833333333333,1,4.51666666666667
"1400",3,"B+N",11,1,13,0,58.6833333333333,1,1.31666666666667
"1401",3,"B+N",12,1,116,20,42.8666666666667,0,17.1333333333333
"1402",3,"B+N",13,1,12,0,53.2,1,6.8
"1403",3,"B+N",14,1,90,16,41.25,1,18.75
"1404",3,"B+N",15,1,128,11,51.5833333333333,1,8.41666666666667
"1405",3,"B+N",16,1,297,70,31.3,0,28.7
"1406",3,"B+N",17,1,172,44,43.1,1,16.9
"1407",3,"B+N",18,1,99,16,48,1,12
"1408",3,"B+N",19,1,331,64,25.1,1,34.9
"1409",3,"B+N",20,1,53,4,55.2666666666667,1,4.73333333333333
"1410",3,"B+N",21,1,66,10,37.3666666666667,2,22.6333333333333
"1411",3,"B+N",22,1,142,23,47.5833333333333,1,12.4166666666667
"1412",3,"B+N",23,1,6,0,60,0,0
"1413",3,"B+N",24,1,24,2,48.0166666666667,1,11.9833333333333
"1414",3,"B+N",25,1,179,27,42.55,1,17.45
"1415",3,"B+N",26,1,47,0,60,0,0
"1416",3,"B+N",27,1,97,18,50.5,1,9.5
"1417",3,"B+N",28,1,1,0,60,0,0
"1418",3,"B+N",29,1,86,12,55.1,1,4.9
"1419",3,"B+N",30,1,91,12,50.7333333333333,1,9.26666666666667
"1420",3,"B+N",31,1,19,4,60,0,0
"1421",3,"B+N",32,1,166,33,39.9166666666667,2,20.0833333333333
"1422",3,"B+N",33,1,38,6,60,0,0
"1423",3,"B+N",34,1,63,8,47.0166666666667,1,12.9833333333333
"1424",3,"B+N",35,1,28,6,58.8833333333333,0,1.11666666666667
"1425",3,"B+N",36,1,4,0,60,0,0
"1426",3,"B+N",37,1,49,9,52.4333333333333,1,7.56666666666667
"1427",3,"B+N",38,1,7,0,60,0,0
"1428",3,"B+N",39,1,0,0,60,0,0
"1429",3,"B+N",40,1,29,5,54.5,1,5.5
"1430",3,"B+N",41,1,166,27,43.0833333333333,3,16.9166666666667
"1431",3,"B+N",42,1,11,0,60,0,0
"1432",3,"B+N",43,1,205,41,12.4666666666667,2,47.5333333333333
"1433",3,"B+N",44,1,101,14,38.3166666666667,1,21.6833333333333
"1434",3,"B+N",45,1,43,7,53.1,0,6.9
"1435",3,"B+N",46,1,21,0,46.0833333333333,1,13.9166666666667
"1436",3,"B+N",47,1,101,20,51.5166666666667,1,8.48333333333333
"1437",3,"B+N",48,1,170,33,26.7,1,33.3
"1438",3,"B+N",49,1,230,43,40.75,1,19.25
"1439",3,"B+N",50,1,112,21,51.9666666666667,0,8.03333333333333
"1440",3,"B+N",51,1,14,0,60,0,0
"1441",3,"B+N",52,1,1,0,60,0,0
"1442",3,"B+N",53,1,48,7,41.9333333333333,1,18.0666666666667
"1443",3,"B+N",54,1,3,0,60,0,0
"1444",3,"B+N",55,1,38,4,45.9166666666667,2,14.0833333333333
"1445",3,"B+N",56,1,59,10,53.7333333333333,0,6.26666666666667
"1446",3,"B+N",57,1,28,5,53.3166666666667,1,6.68333333333333
"1447",3,"B+N",58,1,33,5,53.0333333333333,1,6.96666666666667
"1448",3,"B+N",59,1,6,0,60,0,0
"1449",3,"B+N",60,1,41,7,52.7833333333333,1,7.21666666666667
"1450",3,"B+N",61,1,24,2,55.25,1,4.75
"1451",3,"B+N",62,1,0,0,60,0,0
"1452",3,"B+N",63,1,0,0,57.8833333333333,1,2.11666666666667
"1453",3,"B+N",64,1,36,4,48.55,1,11.45
"1454",3,"B+N",65,1,107,22,3.76666666666667,0,11.2333333333333
"1455",30,"LIDO",1,1,203,21,49.4166666666667,4,10.5833333333333
"1456",30,"LIDO",2,1,124,10,56.45,3,3.55
"1457",30,"LIDO",3,1,0,0,60,0,0
"1458",30,"LIDO",4,1,4,0,60,0,0
"1459",30,"LIDO",5,1,54,7,57.1,1,2.9
"1460",30,"LIDO",6,1,12,0,60,0,0
"1461",30,"LIDO",7,1,3,0,60,0,0
"1462",30,"LIDO",8,1,100,20,50.3,1,9.7
"1463",30,"LIDO",9,1,41,5,57.4166666666667,1,2.58333333333333
"1464",30,"LIDO",10,1,0,0,60,0,0
"1465",30,"LIDO",11,1,20,0,58.3333333333333,1,1.66666666666667
"1466",30,"LIDO",12,1,289,59,30.6666666666667,2,29.3333333333333
"1467",30,"LIDO",13,1,580,133,27.85,1,32.15
"1468",30,"LIDO",14,1,244,50,33.1166666666667,1,26.8833333333333
"1469",30,"LIDO",15,1,175,30,42.2833333333333,0,17.7166666666667
"1470",30,"LIDO",16,1,23,0,60,0,0
"1471",30,"LIDO",17,1,451,65,31.2666666666667,6,28.7333333333333
"1472",30,"LIDO",18,1,407,62,48.0833333333333,6,11.9166666666667
"1473",30,"LIDO",19,1,37,3,60,0,0
"1474",30,"LIDO",20,1,247,23,60,0,0
"1475",30,"LIDO",21,1,0,0,60,0,0
"1476",30,"LIDO",22,1,10,0,60,0,0
"1477",30,"LIDO",23,1,71,10,60,0,0
"1478",30,"LIDO",24,1,19,0,60,0,0
"1479",30,"LIDO",25,1,8,0,60,0,0
"1480",30,"LIDO",26,1,6,0,60,0,0
"1481",30,"LIDO",27,1,5,0,60,0,0
"1482",30,"LIDO",28,1,52,9,53.8,1,6.2
"1483",30,"LIDO",29,1,7,0,60,0,0
"1484",30,"LIDO",30,1,7,0,60,0,0
"1485",30,"LIDO",31,1,20,2,57.65,1,2.35
"1486",30,"LIDO",32,1,2,0,60,0,0
"1487",30,"LIDO",33,1,17,1,56.45,1,3.55
"1488",30,"LIDO",34,1,23,0,57.0666666666667,1,2.93333333333333
"1489",30,"LIDO",35,1,75,5,55.6333333333333,1,4.36666666666667
"1490",30,"LIDO",36,1,145,20,35.9833333333333,2,24.0166666666667
"1491",30,"LIDO",37,1,556,115,15.8,3,44.2
"1492",30,"LIDO",38,1,36,5,59.15,1,0.85
"1493",30,"LIDO",39,1,36,7,53.9833333333333,1,6.01666666666667
"1494",30,"LIDO",40,1,29,1,57.5833333333333,1,2.41666666666667
"1495",30,"LIDO",41,1,273,47,34.1833333333333,2,25.8166666666667
"1496",30,"LIDO",42,1,238,47,39.5666666666667,2,20.4333333333333
"1497",30,"LIDO",43,1,163,36,48.1833333333333,0,11.8166666666667
"1498",30,"LIDO",44,1,21,3,59.7166666666667,1,0.283333333333333
"1499",30,"LIDO",45,1,32,5,54,1,6
"1500",30,"LIDO",46,1,12,0,60,0,0
"1501",30,"LIDO",47,1,33,3,51.1166666666667,1,8.88333333333333
"1502",30,"LIDO",48,1,0,0,60,0,0
"1503",30,"LIDO",49,1,36,7,51.9333333333333,1,8.06666666666667
"1504",30,"LIDO",50,1,8,0,60,0,0
"1505",30,"LIDO",51,1,5,0,60,0,0
"1506",30,"LIDO",52,1,6,0,60,0,0
"1507",30,"LIDO",53,1,1,0,55.3333333333333,1,4.66666666666667
"1508",30,"LIDO",54,1,14,2,60,0,0
"1509",30,"LIDO",55,1,13,2,56.55,1,3.45
"1510",30,"LIDO",56,1,4,0,53.8166666666667,1,6.18333333333333
"1511",30,"LIDO",57,1,173,32,37.9166666666667,2,22.0833333333333
"1512",30,"LIDO",58,1,54,8,26.6333333333333,2,33.3666666666667
"1513",31,"B+N",1,2,307,21,48.2,2,11.8
"1514",31,"B+N",2,2,188,25,50.2,4,9.8
"1515",31,"B+N",3,2,5,0,60,0,0
"1516",31,"B+N",4,2,14,0,60,0,0
"1517",31,"B+N",5,2,5,0,60,0,0
"1518",31,"B+N",6,2,1,0,60,0,0
"1519",31,"B+N",7,2,2,0,60,0,0
"1520",31,"B+N",8,2,10,0,60,0,0
"1521",31,"B+N",9,2,2,0,60,0,0
"1522",31,"B+N",10,2,52,6,55.4666666666667,1,4.53333333333333
"1523",31,"B+N",11,2,1,0,60,0,0
"1524",31,"B+N",12,2,2,0,60,0,0
"1525",31,"B+N",13,2,2,0,60,0,0
"1526",31,"B+N",14,2,63,10,53.3333333333333,1,6.66666666666667
"1527",31,"B+N",15,2,0,0,60,0,0
"1528",31,"B+N",16,2,2,0,60,0,0
"1529",31,"B+N",17,2,1,0,60,0,0
"1530",31,"B+N",18,2,85,17,55.9,1,4.1
"1531",31,"B+N",19,2,126,22,36.05,0,23.95
"1532",31,"B+N",20,2,3,0,60,0,0
"1533",31,"B+N",21,2,14,0,60,0,0
"1534",31,"B+N",22,2,13,0,60,0,0
"1535",31,"B+N",23,2,26,1,54.6833333333333,1,5.31666666666667
"1536",31,"B+N",24,2,172,35,31.1666666666667,1,28.8333333333333
"1537",31,"B+N",25,2,17,0,52.4,1,7.6
"1538",31,"B+N",26,2,128,21,29.0666666666667,0,30.9333333333333
"1539",31,"B+N",27,2,40,7,48.4,1,11.6
"1540",31,"B+N",28,2,78,14,48.8166666666667,1,11.1833333333333
"1541",31,"B+N",29,2,85,14,43.6833333333333,0,16.3166666666667
"1542",31,"B+N",30,2,8,0,60,0,0
"1543",31,"B+N",31,2,5,0,59.9166666666667,1,0.0833333333333333
"1544",31,"B+N",32,2,86,19,43.6166666666667,1,16.3833333333333
"1545",31,"B+N",33,2,65,9,43.4,0,16.6
"1546",31,"B+N",34,2,5,0,60,0,0
"1547",31,"B+N",35,2,0,0,60,0,0
"1548",31,"B+N",36,2,1,0,60,0,0
"1549",31,"B+N",37,2,0,0,60,0,0
"1550",31,"B+N",38,2,2,0,60,0,0
"1551",31,"B+N",39,2,0,0,60,0,0
"1552",31,"B+N",40,2,5,0,60,0,0
"1553",31,"B+N",41,2,67,8,47.0333333333333,1,12.9666666666667
"1554",31,"B+N",42,2,2,0,60,0,0
"1555",31,"B+N",43,2,119,22,23.4833333333333,1,36.5166666666667
"1556",31,"B+N",44,2,300,65,25.5333333333333,2,34.4666666666667
"1557",31,"B+N",45,2,1,0,60,0,0
"1558",31,"B+N",46,2,1,0,60,0,0
"1559",31,"B+N",47,2,47,7,54.35,1,5.65
"1560",31,"B+N",48,2,85,12,48.35,1,11.65
"1561",31,"B+N",49,2,1,0,60,0,0
"1562",31,"B+N",50,2,78,12,31.8333333333333,1,28.1666666666667
"1563",31,"B+N",51,2,0,0,60,0,0
"1564",31,"B+N",52,2,0,0,60,0,0
"1565",31,"B+N",53,2,103,20,41.0166666666667,1,18.9833333333333
"1566",31,"B+N",54,2,86,15,40.2166666666667,1,19.7833333333333
"1567",31,"B+N",55,2,0,0,60,0,0
"1568",31,"B+N",56,2,38,4,50.05,1,9.95
"1569",31,"B+N",57,2,1,0,60,0,0
"1570",31,"B+N",58,2,1,0,60,0,0
"1571",31,"B+N",59,2,4,0,60,0,0
"1572",31,"B+N",60,2,8,0,60,0,0
"1573",31,"B+N",61,2,2,0,60,0,0
"1574",31,"B+N",62,2,4,0,60,0,0
"1575",31,"B+N",63,2,72,14,40.85,1,19.15
"1576",31,"B+N",64,2,23,6,58.75,0,1.25
"1577",31,"B+N",65,2,40,4,9.53333333333333,1,5.46666666666667
"1578",33,"BO",1,2,161,19,55.1333333333333,2,4.86666666666667
"1579",33,"BO",2,2,23,0,60,0,0
"1580",33,"BO",3,2,4,0,60,0,0
"1581",33,"BO",4,2,17,0,60,0,0
"1582",33,"BO",5,2,15,0,60,0,0
"1583",33,"BO",6,2,76,9,56.5833333333333,1,3.41666666666667
"1584",33,"BO",7,2,6,0,60,0,0
"1585",33,"BO",8,2,55,7,56.1666666666667,1,3.83333333333333
"1586",33,"BO",9,2,5,0,60,0,0
"1587",33,"BO",10,2,53,6,56.5333333333333,1,3.46666666666667
"1588",33,"BO",11,2,28,1,59,1,1
"1589",33,"BO",12,2,59,10,52.0666666666667,1,7.93333333333333
"1590",33,"BO",13,2,21,5,56.9166666666667,0,3.08333333333333
"1591",33,"BO",14,2,67,8,53.1666666666667,1,6.83333333333333
"1592",33,"BO",15,2,5,0,60,0,0
"1593",33,"BO",16,2,49,8,53.25,1,6.75
"1594",33,"BO",17,2,102,16,41.2666666666667,2,18.7333333333333
"1595",33,"BO",18,2,210,30,43.7666666666667,1,16.2333333333333
"1596",33,"BO",19,2,124,17,36.7833333333333,1,23.2166666666667
"1597",33,"BO",20,2,64,8,48.15,1,11.85
"1598",33,"BO",21,2,51,3,51.95,1,8.05
"1599",33,"BO",22,2,87,13,47.1666666666667,1,12.8333333333333
"1600",33,"BO",23,2,192,28,38.2333333333333,2,21.7666666666667
"1601",33,"BO",24,2,66,6,54.2833333333333,1,5.71666666666667
"1602",33,"BO",25,2,145,24,33.55,1,26.45
"1603",33,"BO",26,2,59,11,52.0166666666667,0,7.98333333333333
"1604",33,"BO",27,2,74,7,53.7333333333333,1,6.26666666666667
"1605",33,"BO",28,2,55,7,55.1166666666667,1,4.88333333333333
"1606",33,"BO",29,2,9,0,59.3833333333333,1,0.616666666666667
"1607",33,"BO",30,2,120,6,45.9,1,14.1
"1608",33,"BO",31,2,181,36,36.1166666666667,0,23.8833333333333
"1609",33,"BO",32,2,27,3,53.6666666666667,1,6.33333333333333
"1610",33,"BO",33,2,163,24,29.0666666666667,2,30.9333333333333
"1611",33,"BO",34,2,0,0,59.9333333333333,0,0.0666666666666667
"1612",33,"BO",35,2,0,0,60,0,0
"1613",33,"BO",36,2,0,0,60,0,0
"1614",33,"BO",37,2,0,0,60,0,0
"1615",33,"BO",38,2,33,3,52.4166666666667,1,7.58333333333333
"1616",33,"BO",39,2,69,12,47.55,1,12.45
"1617",33,"BO",40,2,34,7,56.7166666666667,0,3.28333333333333
"1618",33,"BO",41,2,68,6,46.0333333333333,2,13.9666666666667
"1619",33,"BO",42,2,73,12,49.05,1,10.95
"1620",33,"BO",43,2,157,23,28.9166666666667,2,31.0833333333333
"1621",33,"BO",44,2,174,38,30.0666666666667,0,29.9333333333333
"1622",33,"BO",45,2,0,0,60,0,0
"1623",33,"BO",46,2,13,2,55.9,1,4.1
"1624",33,"BO",47,2,25,4,58.3833333333333,0,1.61666666666667
"1625",33,"BO",48,2,131,23,49.3333333333333,1,10.6666666666667
"1626",33,"BO",49,2,60,12,47.7833333333333,1,12.2166666666667
"1627",33,"BO",50,2,272,48,21.0833333333333,1,38.9166666666667
"1628",33,"BO",51,2,65,11,54.3,1,5.7
"1629",33,"BO",52,2,1,0,60,0,0
"1630",33,"BO",53,2,75,14,47.9333333333333,1,12.0666666666667
"1631",33,"BO",54,2,78,11,47.95,1,12.05
"1632",33,"BO",55,2,0,0,60,0,0
"1633",33,"BO",56,2,33,4,55,1,5
"1634",33,"BO",57,2,4,0,60,0,0
"1635",33,"BO",58,2,54,11,54.1,1,5.9
"1636",33,"BO",59,2,1,0,60,0,0
"1637",33,"BO",60,2,75,7,49.4833333333333,2,10.5166666666667
"1638",33,"BO",61,2,1,0,60,0,0
"1639",33,"BO",62,2,2,0,60,0,0
"1640",33,"BO",63,2,2,0,60,0,0
"1641",33,"BO",64,2,37,5,52.9333333333333,2,7.06666666666667
"1642",33,"BO",65,2,47,5,10.2166666666667,0,4.78333333333333
"1643",34,"LIDO",1,2,141,22,44.9333333333333,0,15.0666666666667
"1644",34,"LIDO",2,2,14,0,60,0,0
"1645",34,"LIDO",3,2,2,0,60,0,0
"1646",34,"LIDO",4,2,35,4,52.4333333333333,1,7.56666666666667
"1647",34,"LIDO",5,2,14,0,60,0,0
"1648",34,"LIDO",6,2,21,0,60,0,0
"1649",34,"LIDO",7,2,18,0,60,0,0
"1650",34,"LIDO",8,2,89,10,49.2,1,10.8
"1651",34,"LIDO",9,2,4,0,60,0,0
"1652",34,"LIDO",10,2,1,0,60,0,0
"1653",34,"LIDO",11,2,0,0,60,0,0
"1654",34,"LIDO",12,2,27,0,60,0,0
"1655",34,"LIDO",13,2,4,0,60,0,0
"1656",34,"LIDO",14,2,23,0,60,0,0
"1657",34,"LIDO",15,2,23,0,60,0,0
"1658",34,"LIDO",16,2,14,0,60,0,0
"1659",34,"LIDO",17,2,4,0,60,0,0
"1660",34,"LIDO",18,2,344,59,38.8666666666667,2,21.1333333333333
"1661",34,"LIDO",19,2,64,7,38.45,0,21.55
"1662",34,"LIDO",20,2,61,6,48.3333333333333,1,11.6666666666667
"1663",34,"LIDO",21,2,153,24,34.1,1,25.9
"1664",34,"LIDO",22,2,65,8,39.2166666666667,1,20.7833333333333
"1665",34,"LIDO",23,2,179,27,37.0166666666667,1,22.9833333333333
"1666",34,"LIDO",24,2,66,8,36.8666666666667,1,23.1333333333333
"1667",34,"LIDO",25,2,238,46,19.95,1,40.05
"1668",34,"LIDO",26,2,112,14,43.75,1,16.25
